PlayerHand,DealerVisibleCard,Hit,Stick
9 5 2,10,1,0
9 5 2 5,10,0,1
5 2 7,1,1,0
5 2 7 5,1,1,0
10 6 2 2,1,0,1
8 6 1,8,1,0
8 6 1 3,8,0,1
6 3 1,9,1,0
6 3 1 10,9,0,1
10 5 6,8,0,1
5 7 3 2,1,1,0
2 2 7,8,1,0
2 2 7 4,8,1,0
2 2 7 4 4,8,0,1
1 6 10,7,0,2
7 2 7 1,10,1,0
7 6 5,3,0,1
5 7 4,4,0,1
3 1 9 2,10,0,1
3 5 3 3,10,1,0
3 10 2 3,8,0,1
4 4 2,9,1,0
4 4 2 10,9,0,1
10 3 3,4,0,1
3 6 2,8,1,0
3 6 2 5,8,1,0
3 4 6 3,10,0,1
3 1 8,1,1,0
6 2 5 4,10,1,0
4 3 5 6,9,0,1
10 2 3 2,8,1,0
1 1 8,9,0,1
7 3 3,5,1,0
7 3 3 5,5,0,1
2 6 4,10,1,0
7 1 5,10,1,0
3 5 10,8,1,1
10 3 2 3,1,0,1
3 3 4,10,1,0
3 3 4 10,10,0,1
5 8 2,7,0,1
2 1 1,10,1,0
2 1 1 6,10,0,1
5 5 10,3,0,1
9 6 1,9,1,0
9 6 1 4,9,0,1
7 2 7,6,0,1
3 1 10 6,7,0,1
4 6 5,5,0,1
5 3 4,6,1,0
5 3 4 1,6,0,1
3 8 9,6,0,1
4 2 5,10,1,0
4 2 5 10,10,0,1
6 1 9,2,0,1
3 5 6,10,1,0
2 5 7,5,1,0
2 3 7,10,1,0
2 3 8,9,0,1
9 2 4 2,10,0,1
5 4 7,5,0,1
9 2 5,10,0,1
2 8 10,7,0,2
5 9 2,7,0,1
1 2 8,1,0,1
3 6 8,10,0,1
2 6 4,2,1,0
2 6 4 7,2,0,1
4 10 1,1,1,0
4 10 1 6,1,0,1
8 5 4,4,0,1
2 1 8,3,0,1
2 10 4,7,0,1
5 10 1 2,1,1,0
6 1 10,9,0,1
3 2 9,7,1,0
1 2 6,1,1,0
1 2 6 9,1,0,1
2 1 1,8,1,0
2 1 1 4,8,1,0
2 1 1 4 3,8,0,1
3 1 10 7,10,0,1
5 2 2,7,1,0
5 2 2 10,7,0,1
3 5 2 7,4,0,1
10 4 1 1,2,1,0
2 5 10,4,0,1
5 4 9,4,0,1
1 1 2,4,1,0
1 1 2 7,4,0,1
6 5 10,4,0,1
2 7 5,10,1,0
2 7 5 2,10,1,0
2 7 5 2 3,10,0,1
1 1 8,4,0,1
7 9 2,10,1,0
7 9 2 1,10,1,0
4 9 8,7,0,1
1 1 10 5,10,0,1
4 5 10,4,0,1
4 3 7,1,1,0
4 3 7 3,1,1,0
1 8 8,10,1,0
3 8 6,9,1,0
4 3 9,5,0,1
7 2 3,10,1,0
7 2 3 3,10,0,1
8 6 5,6,0,1
3 4 9,10,0,1
3 1 8,5,1,0
3 1 8 3,5,0,1
2 1 5 6 3,5,0,1
1 5 3,5,0,1
9 8 2,10,1,0
9 8 2 1,10,0,1
2 10 5 4,10,0,1
2 10 4,2,0,1
6 2 8,8,1,0
5 6 1 9,5,0,1
3 3 8,8,0,1
5 5 10,7,0,1
3 8 1,3,1,0
5 1 3,3,0,1
7 6 5,2,0,1
2 6 8,1,1,0
2 6 8 1,1,1,0
2 6 8 1 4,1,0,1
6 1 7,4,1,0
6 1 7 1,4,0,1
6 3 3,4,1,0
2 7 5,8,1,0
2 7 5 6,8,0,1
1 3 8,3,2,0
1 3 8 4,3,0,1
4 6 1 10,10,1,0
4 8 4,3,0,1
6 3 2,4,1,0
6 3 2 9,4,0,1
1 2 10 6,7,0,1
4 2 5,7,1,0
4 2 5 9,7,0,1
7 2 8,6,0,2
4 3 5 3,10,0,1
5 7 2,10,1,0
4 5 10,3,0,1
10 2 7,3,0,1
6 2 10,6,0,1
3 9 9,1,0,1
5 6 10,9,0,1
7 7 7,5,0,1
4 4 5,5,1,0
4 4 5 1,5,1,0
4 4 5 1 6,5,0,1
4 9 6,10,0,1
8 1 3,10,1,0
8 1 3 1,10,1,0
4 2 7,1,1,0
6 8 5,7,0,1
1 6 4,8,0,1
3 2 9,5,1,0
6 5 8,10,0,1
5 7 8,10,0,1
10 3 1,4,1,0
2 8 6,9,1,0
8 4 8,2,0,1
2 9 6,3,0,1
4 5 1,8,0,1
2 10 1,4,0,1
5 9 3,9,0,1
4 4 2,1,1,0
4 4 2 10,1,0,1
2 5 2,8,1,0
2 5 2 7,8,1,0
5 6 6,8,1,0
5 6 6 1,8,0,1
1 2 4,10,1,0
1 2 4 10,10,1,0
8 6 4,4,0,1
1 3 3 7,10,1,0
8 7 3,3,0,1
7 3 7,8,0,1
4 5 4,8,1,0
4 5 4 5,8,1,0
8 4 3 2,10,1,0
9 2 1,10,1,0
9 2 1 4,10,1,0
1 6 5,1,1,0
1 6 5 9,1,0,1
2 3 4,7,1,0
2 3 4 1,7,0,1
4 4 3,2,1,0
4 4 3 4,2,1,0
4 4 3 4 6,2,0,1
7 3 5,10,1,0
7 3 5 2,10,1,0
2 5 8 5,2,0,1
4 4 9,10,1,0
4 4 9 1,10,0,1
9 3 3 4,10,1,0
8 5 8,7,0,1
4 6 2,7,1,0
4 6 2 3,7,1,0
1 1 10 6,10,1,0
5 6 7,9,0,1
4 2 6 9,7,0,1
7 7 2,5,0,1
6 3 9,8,0,1
10 4 3,9,1,0
2 6 7,1,1,0
2 6 7 3,1,1,0
1 4 8,3,1,0
1 4 8 4,3,0,1
6 7 4,8,0,1
7 4 9,2,0,1
3 3 1,9,1,0
3 3 1 7,9,0,1
10 3 1,2,1,0
10 3 1 6,2,0,1
7 7 4,8,0,1
5 1 2,6,0,1
4 8 6,10,0,1
10 3 3,9,1,0
6 10 4,7,0,1
3 8 8,10,0,1
1 7 10 3,10,0,1
5 5 2 3,3,1,0
5 5 2 3 1,3,0,1
2 5 8 1,2,0,1
10 8 3,9,0,1
1 7 5,10,0,1
5 4 1,5,0,1
6 5 4 5,10,0,1
3 1 8 2,10,1,0
10 4 4,2,0,1
7 6 5,5,0,1
4 1 8,8,1,0
4 1 8 6,8,0,1
9 3 4,2,1,0
9 3 4 5,2,0,1
3 1 1,7,1,0
3 1 1 10,7,1,0
6 3 4,10,1,0
7 4 3 7,1,0,1
8 5 6,9,0,1
7 2 7,3,0,1
4 6 10,4,0,1
5 2 2,6,1,0
5 2 2 10,6,0,1
7 3 6,10,0,1
6 2 4,1,1,0
6 2 4 5,1,1,0
3 7 7,8,0,1
10 8 1 1,10,0,1
5 1 3 10,10,0,1
9 3 9,2,0,1
7 5 9,2,0,1
1 2 8,8,0,1
6 5 1,7,1,0
7 7 4,2,0,1
2 3 6,8,1,0
2 3 6 10,8,0,1
2 1 2,10,2,0
2 1 2 4,10,1,0
2 1 2 4 1,10,1,0
2 1 2 4 1 8,10,0,1
5 2 9,7,1,0
3 3 4,1,1,0
3 3 4 10,1,0,1
6 5 2,10,0,1
2 10 2,3,1,0
2 10 4,1,1,0
4 1 7,1,1,0
4 1 7 4,1,1,0
4 1 7 4 4,1,0,1
5 10 3,10,0,1
2 5 3,6,1,0
2 5 3 1,6,0,1
3 6 2 8,10,0,1
7 2 6,8,0,1
4 9 8,4,0,1
4 6 9,9,0,1
1 4 10 2,5,0,1
2 6 5 5,10,0,1
1 1 8,7,0,1
1 2 3,5,1,0
1 2 3 10,5,1,0
1 4 8,7,1,0
1 4 8 6,7,0,1
3 7 5 2,10,1,0
3 7 5 2 3,10,1,0
3 1 4 10,6,0,1
5 10 4 1,10,0,1
2 1 2 5,10,0,1
2 1 3 8,10,1,0
2 1 10,4,0,1
3 5 8,4,0,1
7 5 3,2,1,0
2 7 6 6,10,0,1
1 3 8 5,3,0,1
8 3 4 3,6,0,1
6 5 1,1,1,0
6 5 1 2,1,1,0
5 3 3,8,1,0
5 3 3 3,8,1,0
5 3 3 3 4,8,1,0
5 6 1,9,1,0
5 6 1 4,9,0,1
2 9 2,7,0,1
6 9 3,1,0,1
4 8 6,6,0,1
1 1 5,3,1,0
1 1 5 6,3,1,0
1 2 6,9,1,0
1 2 6 10,9,0,1
8 2 3 4,2,0,1
3 1 7,7,0,1
9 10 1,1,1,0
10 4 4,7,0,1
5 3 5 4,10,1,0
5 3 5 4 4,10,0,1
1 6 7,10,0,1
10 5 4,8,0,1
4 8 2,8,0,1
1 5 1 9,10,1,0
1 1 2 10,6,1,0
1 1 2 10 7,6,0,1
4 1 3,10,1,0
4 1 3 6,10,1,0
4 1 3 6 3,10,1,0
7 7 6,1,0,1
1 2 10 8,10,0,1
9 10 2,10,0,1
4 2 1,5,1,0
4 2 1 9,5,1,0
4 9 4,6,0,1
2 6 1,9,1,0
2 6 1 2,9,0,1
6 2 1,10,1,0
6 2 1 4,10,0,1
1 2 2,10,1,0
1 2 2 4,10,1,0
1 2 2 4 4,10,1,0
9 4 3,7,1,0
